Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer Name,Segment,Product,Category,Sub-Category,Sales,Quantity,Discount,Profit,City,State,Region
2515,US-2023-103027,2023-05-06,2023-05-09,Second Class,Linda Martinez,Consumer,Phones Item 197,Technology,Phones,1103.54,2,0.1,131.14,Eugene,Oregon,West
2516,US-2023-100249,2023-12-05,2023-04-11,Same Day,Jennifer Garcia,Home Office,Furnishings Item 903,Furniture,Furnishings,308.48,2,0.15,0.17,Chicago,Illinois,Central
2517,US-2024-100239,2024-07-04,2024-07-07,Standard Class,Amara Brown,Home Office,Furnishings Item 769,Furniture,Furnishings,73.94,2,0.3,-5.12,Atlanta,Georgia,South
2518,US-2022-103204,2022-09-10,2022-09-16,Second Class,Jessica Miller,Corporate,Binders Item 560,Office Supplies,Binders,87.04,4,0.0,18.53,Nashville,Tennessee,South
2519,US-2024-102172,2024-06-14,2024-06-18,First Class,Patricia Torres,Home Office,Laptops Item 817,Technology,Laptops,13138.16,7,0.0,4142.04,Orlando,Florida,South
2520,US-2022-100789,2022-06-23,2022-06-24,First Class,Jessica Miller,Corporate,Labels Item 708,Office Supplies,Labels,20.32,8,0.3,-1.05,Orlando,Florida,South
2521,US-2024-102917,2024-02-26,2024-02-28,First Class,Patricia Brown,Home Office,Paper Item 148,Office Supplies,Paper,264.08,8,0.1,33.38,Ann Arbor,Michigan,Central
2522,US-2024-101053,2024-08-09,2024-08-13,Second Class,Michael Miller,Home Office,Furnishings Item 868,Furniture,Furnishings,1619.6,8,0.3,-188.92,Memphis,Tennessee,South
2523,US-2022-103239,2022-12-20,2022-12-23,Standard Class,Robert Johnson,Corporate,Accessories Item 999,Technology,Accessories,329.6,4,0.0,57.16,Boston,Massachusetts,
2524,US-2023-100336,2023-11-16,2023-11-19,Same Day,Jennifer Ali,Consumer,Art Item 990,Office Supplies,Art,36.0,2,0.2,3.94,Austin,Texas,Central
2525,US-2022-102808,2022-08-13,2022-08-17,First Class,Wei Khan,Home Office,Laptops Item 786,Technology,Laptops,5791.7,5,0.15,884.79,Jersey City,New Jersey,East
2526,US-2023-103039,2023-08-28,2023-08-30,Standard Class,Linda Miller,Home Office,Labels Item 868,Office Supplies,Labels,18.86,2,0.0,4.88,Pittsburgh,Pennsylvania,East
2527,US-2024-102613,2024-08-19,2024-08-21,Second Class,Fatima Ali,Consumer,Accessories Item 537,Technology,Accessories,528.0,8,0.1,27.18,Dallas,Texas,Central
2528,US-2023-101418,2023-01-10,2023-01-13,First Class,Linda Torres,Home Office,Accessories Item 732,Technology,Accessories,262.8,4,0.3,1.03,Miami,Florida,South
2529,US-2024-100828,2024-01-31,2024-02-07,Same Day,Jennifer Singh,Home Office,Tables Item 536,Furniture,Tables,680.44,4,0.0,229.57,Las Vegas,Nevada,West
2530,US-2024-101702,2024-09-12,2024-09-16,First Class,Mary Rodriguez,Corporate,Printers Item 263,Technology,Printers,4195.94,7,0.0,903.5,New York City,New York,East
2531,US-2022-100703,2022-06-23,2022-06-24,Second Class,Mary Khan,Corporate,Bookcases Item 643,Furniture,Bookcases,983.12,2,0.1,132.65,Buffalo,New York,East
2532,US-2024-103404,2024-03-16,2024-03-22,First Class,Patricia Williams,Consumer,Art Item 905,Office Supplies,Art,483.68,8,0.0,113.79,Dallas,Texas,Central
2533,US-2023-101382,2023-04-22,2023-04-23,Standard Class,David Garcia,Home Office,Printers Item 490,Technology,Printers,1224.24,3,0.0,293.25,Newark,New Jersey,East
2534,US-2022-101823,2022-09-27,2022-10-03,Second Class,James Brown,Corporate,Art Item 203,Office Supplies,Art,310.2,5,0.0,56.11,Pittsburgh,Pennsylvania,East
2535,US-2022-103050,2022-07-22,2022-07-26,Second Class,Michael Williams,Corporate,Bookcases Item 635,Furniture,Bookcases,202.88,1,0.0,65.91,Springfield,Illinois,Central
2536,US-2022-102254,2022-05-15,2022-05-19,First Class,Robert Nguyen,Consumer,Phones Item 589,Technology,Phones,3504.8,5,0.0,542.51,Tampa,Florida,South
2537,US-2022-103092,2022-07-19,2022-07-23,Same Day,Linda Torres,Corporate,Phones Item 528,Technology,Phones,949.0,4,0.5,-195.47,Tampa,Florida,South
2538,US-2022-100108,2022-06-11,2022-06-15,First Class,Jennifer Chen,Home Office,Bookcases Item 841,Furniture,Bookcases,2086.2,4,0.0,411.92,Nashville,Tennessee,South
2539,US-2023-101755,2023-11-16,2023-11-21,Same Day,Wei Williams,Consumer,Printers Item 282,Technology,Printers,1561.92,3,0.15,-3.94,Cleveland,Ohio,Central
2540,US-2024-103252,2024-12-16,2024-11-22,Standard Class,Diego Lee,Home Office,Printers Item 853,Technology,Printers,980.16,3,0.2,-66.66,Eugene,Oregon,West
2541,US-2023-100940,2023-07-06,2023-07-08,First Class,Wei Martinez,Corporate,Furnishings Item 479,Furniture,Furnishings,619.08,7,0.2,26.62,Philadelphia,Pennsylvania,East
2542,US-2023-103399,2023-10-18,2023-10-20,First Class,Michael Rodriguez,Corporate,Furnishings Item 788,Furniture,Furnishings,1447.02,6,0.0,307.59,Cleveland,Ohio,Central
2543,US-2024-101232,2024-10-15,2024-10-18,First Class,James Williams,Home Office,Storage Item 525,Office Supplies,Storage,1042.64,8,0.15,103.09,New York City,New York,East
2544,US-2023-100013,2023-12-08,2023-04-15,Same Day,Wei Lee,Corporate,Art Item 192,Office Supplies,Art,78.42,2,0.0,24.08,Raleigh,North Carolina,South
2545,US-2023-102937,2023-10-18,2023-10-22,First Class,Wei Torres,Home Office,Storage Item 656,Office Supplies,Storage,393.57,3,0.1,81.07,Portland,Oregon,West
2546,US-2024-100455,2024-01-11,2024-01-16,Same Day,Diego Walker,Corporate,Art Item 989,Office Supplies,Art,48.92,2,0.15,2.98,New York City,New York,East
2547,US-2023-102238,2023-02-03,2023-02-10,Second Class,Carlos Thomas,Home Office,Phones Item 618,Technology,Phones,4563.37,7,0.0,1126.06,Reno,Nevada,West
2548,US-2024-103409,2024-08-15,2024-08-21,Standard Class,Mei Miller,Consumer,Storage Item 524,Office Supplies,Storage,58.58,1,0.2,6.82,Boston,Massachusetts,East
2549,US-2022-100575,2022-05-19,2022-05-24,Second Class,Robert Davis,Consumer,Binders Item 752,Office Supplies,Binders,102.96,2,0.0,33.3,Reno,Nevada,West
2550,US-2023-102604,2023-11-02,2023-06-09,First Class,Robert Davis,Home Office,Tables Item 753,Furniture,Tables,3707.35,5,0.3,-345.13,Orlando,Florida,South
2551,US-2023-100385,2023-03-03,2023-03-10,Same Day,Wei Smith,Home Office,Furnishings Item 906,Furniture,Furnishings,690.76,7,0.0,217.07,Atlanta,Georgia,South
2552,US-2024-101729,2024-11-07,2024-06-13,First Class,Wei Chen,Home Office,Printers Item 112,Technology,Printers,1020.57,3,0.0,294.1,Newark,New Jersey,East
2553,US-2024-101867,2024-02-03,2024-02-04,First Class,Aiden Patel,Home Office,Accessories Item 353,Technology,Accessories,145.08,2,0.1,20.36,Chicago,Illinois,Central
2554,US-2024-103443,2024-02-05,2024-02-10,Same Day,Fatima Ali,Corporate,Laptops Item 651,Technology,Laptops,8391.0,4,0.15,1437.77,Austin,Texas,Central
2555,US-2024-101405,2024-06-21,2024-06-22,Second Class,Elizabeth Khan,Consumer,Chairs Item 133,Furniture,Chairs,1619.04,6,0.0,475.46,Portland,Oregon,West
2556,US-2022-100637,2022-04-04,2022-04-11,First Class,Robert Martinez,Consumer,Accessories Item 721,Technology,Accessories,119.18,1,0.15,-0.84,Nashville,Tennessee,South
2557,US-2023-100656,2023-10-06,2023-10-07,Standard Class,Amara Nguyen,Home Office,Laptops Item 311,Technology,Laptops,544.21,1,0.15,89.23,Seattle,Washington,West
2558,US-2022-100811,2022-09-14,2022-09-18,Same Day,Sarah Martinez,Consumer,Chairs Item 218,Furniture,Chairs,1852.83,7,0.2,-107.41,Newark,New Jersey,East
2559,US-2022-101692,2022-11-20,2022-11-27,Same Day,Mei Nguyen,Home Office,Laptops Item 981,Technology,Laptops,1824.28,4,0.0,368.35,Worcester,Massachusetts,East
2560,US-2022-102419,2022-12-07,2022-01-13,First Class,Wei Smith,Consumer,Paper Item 812,Office Supplies,Paper,65.36,4,0.1,8.02,Houston,Texas,Central
2561,US-2023-101209,2023-01-04,2023-01-09,Second Class,Sarah Miller,Consumer,Labels Item 151,Office Supplies,Labels,32.52,3,0.0,5.13,Reno,Nevada,West
2562,US-2023-102816,2023-05-06,2023-05-08,Same Day,Carlos Miller,Consumer,Printers Item 902,Technology,Printers,946.92,2,0.3,-60.14,San Francisco,California,West
2563,US-2024-102086,2024-12-21,2024-08-26,Same Day,Fatima Ali,Home Office,Chairs Item 854,Furniture,Chairs,551.32,4,0.0,191.57,Buffalo,New York,East
2564,US-2023-100778,2023-03-28,2023-04-03,Second Class,Linda Walker,Corporate,Phones Item 131,Technology,Phones,963.18,3,0.5,-344.42,Detroit,Michigan,Central
2565,US-2022-101083,2022-01-28,2022-02-02,Standard Class,Wei Chen,Corporate,Furnishings Item 826,Furniture,Furnishings,898.8,7,0.0,310.82,Miami,Florida,South
2566,US-2023-100617,2023-05-03,2023-05-09,Same Day,Jennifer Ali,Consumer,Printers Item 384,Technology,Printers,763.24,4,0.15,-6.7,Ann Arbor,Michigan,Central
2567,US-2023-101938,2023-11-11,2023-11-16,First Class,Jessica Thomas,Corporate,Art Item 903,Office Supplies,Art,8.14,1,0.0,1.9,Charlotte,North Carolina,South
2568,US-2024-103009,2024-07-15,2024-07-18,Second Class,Amara Ali,Corporate,Binders Item 836,Office Supplies,Binders,52.75,5,0.0,13.68,Memphis,Tennessee,South
2569,US-2023-100401,2023-12-08,2023-12-09,First Class,Robert Wilson,Consumer,Paper Item 271,Office Supplies,Paper,115.52,4,0.15,1.79,Savannah,Georgia,South
2570,US-2024-101173,2024-04-04,2024-04-06,Second Class,James Lee,Home Office,Art Item 752,Office Supplies,Art,151.26,2,0.2,9.64,Eugene,Oregon,West
2571,US-2024-102382,2024-05-27,2024-05-28,Same Day,Michael Kim,Corporate,Printers Item 886,Technology,Printers,1889.52,4,0.2,-38.32,Columbus,Ohio,Central
2572,US-2023-100643,2023-10-04,2023-10-08,Standard Class,Diego Torres,Consumer,Binders Item 704,Office Supplies,Binders,129.66,6,0.0,32.87,Portland,Oregon,
2573,US-2024-102376,2024-07-11,2024-07-13,First Class,,Consumer,Storage Item 243,Office Supplies,Storage,156.26,2,0.0,37.32,Savannah,Georgia,South
2574,US-2022-103209,2022-12-24,2022-12-31,Second Class,Diego Torres,Corporate,Tables Item 665,Furniture,Tables,2859.08,7,0.4,-305.68,Dallas,Texas,Central
2575,US-2024-102134,2024-10-14,2024-10-18,First Class,Sarah Smith,Consumer,Furnishings Item 192,Furniture,Furnishings,1183.63,7,0.0,192.09,Boston,Massachusetts,East
2576,US-2022-102571,2022-09-22,2022-09-23,Same Day,Richard Davis,Consumer,Labels Item 173,Office Supplies,Labels,121.92,8,0.0,21.36,Raleigh,North Carolina,South
2577,US-2022-100380,2022-03-01,2022-03-05,Standard Class,Priya Khan,Corporate,Accessories Item 155,Technology,Accessories,1081.12,8,0.0,332.68,Chicago,Illinois,Central
2578,US-2023-102722,2023-10-04,2023-10-06,Second Class,Joseph Brown,Home Office,Labels Item 770,Office Supplies,Labels,10.16,2,0.5,-2.13,Reno,Nevada,West
2579,US-2023-101122,2023-04-21,2023-04-22,Standard Class,Susan Williams,Home Office,Labels Item 554,Office Supplies,Labels,107.8,7,0.1,25.77,Worcester,Massachusetts,East
2580,US-2023-101260,2023-10-13,2023-10-15,Same Day,Carlos Khan,Home Office,Printers Item 687,Technology,Printers,1750.48,4,0.3,-62.07,Las Vegas,Nevada,West
2581,US-2022-100946,2022-11-28,2022-07-04,Second Class,Wei Lee,Home Office,Paper Item 659,Office Supplies,Paper,28.85,5,0.15,1.88,Eugene,Oregon,West
2582,US-2024-102698,2024-09-04,2024-09-07,Second Class,Fatima Ali,Corporate,Printers Item 963,Technology,Printers,1360.11,3,0.1,155.61,Newark,New Jersey,East
2583,US-2024-103025,2024-03-23,2024-03-25,Second Class,Joseph Nguyen,Home Office,Paper Item 400,Office Supplies,Paper,230.72,7,0.0,77.81,Ann Arbor,Michigan,Central
2584,US-2023-100278,2023-02-19,2023-02-24,Same Day,Wei Smith,Home Office,Printers Item 198,Technology,Printers,1607.58,3,0.0,370.86,Detroit,Michigan,Central
2585,US-2022-102495,2022-12-20,2022-12-23,Standard Class,Richard Rodriguez,Consumer,Phones Item 868,Technology,Phones,2095.32,3,0.0,636.87,Nashville,Tennessee,South
2586,US-2023-102597,2023-09-18,2023-09-20,Second Class,William Miller,Corporate,Paper Item 621,Office Supplies,Paper,248.64,8,0.0,83.51,Miami,Florida,South
2587,US-2024-102002,2024-10-31,2024-11-04,Same Day,Michael Thomas,Home Office,Art Item 951,Office Supplies,Art,248.04,4,0.5,-91.58,Nashville,Tennessee,South
2588,US-2023-101230,2023-11-02,2023-11-06,Standard Class,Amara Walker,Home Office,Labels Item 978,Office Supplies,Labels,105.92,8,0.2,1.1,Los Angeles,California,West
2589,US-2023-102852,2023-12-20,2023-07-27,First Class,James Lee,Corporate,Bookcases Item 357,Furniture,Bookcases,860.1,2,0.0,172.42,Albany,New York,East
2590,US-2024-103212,2024-05-15,2024-05-20,Same Day,David Khan,Corporate,Art Item 150,Office Supplies,Art,56.22,6,0.0,11.38,San Diego,California,West
2591,US-2024-100757,2024-10-08,2024-10-12,Standard Class,Mei Wilson,Corporate,Accessories Item 222,Technology,Accessories,575.08,4,0.0,88.36,Reno,Nevada,West
2592,US-2024-101296,2024-04-30,2024-05-03,Same Day,Amara Chen,Consumer,Chairs Item 834,Furniture,Chairs,843.84,2,0.1,169.44,Houston,Texas,Central
2593,US-2024-102624,2024-04-03,2024-04-07,Second Class,David Garcia,Consumer,Binders Item 714,Office Supplies,Binders,145.41,3,0.15,22.96,Chicago,Illinois,Central
2594,US-2023-103062,2023-01-31,2023-02-04,Second Class,Linda Ali,Home Office,Labels Item 913,Office Supplies,Labels,12.54,6,0.3,0.25,Austin,Texas,Central
2595,US-2023-102623,2023-12-02,2023-12-04,Same Day,Richard Rodriguez,Consumer,Storage Item 861,Office Supplies,Storage,1033.83,7,,275.43,Buffalo,New York,East
2596,US-2022-100672,2022-01-05,2022-01-11,Same Day,James Wilson,Corporate,Printers Item 758,Technology,Printers,2657.5,5,0.0,785.12,Chicago,Illinois,Central
2597,US-2024-103090,2024-11-06,2024-11-07,Standard Class,Diego Thomas,Consumer,Storage Item 297,Office Supplies,Storage,51.57,1,0.0,11.02,San Diego,California,West
2598,US-2022-102179,2022-03-17,2022-03-21,Standard Class,Mei Taylor,Corporate,Bookcases Item 410,Furniture,Bookcases,1516.9,7,0.2,83.63,Raleigh,North Carolina,South
2599,US-2022-102908,2022-09-30,2022-10-01,First Class,Mei Taylor,Home Office,Phones Item 300,Technology,Phones,405.1,2,0.0,65.35,Atlanta,Georgia,South
2600,US-2023-101411,2023-05-30,2023-06-02,Second Class,Jennifer Wilson,Corporate,Tables Item 281,Furniture,Tables,3363.84,4,0.5,-1191.69,Tampa,Florida,South
2601,US-2022-101327,2022-04-08,2022-04-15,First Class,William Singh,Home Office,Printers Item 382,Technology,Printers,1089.2,4,0.0,174.79,Nashville,Tennessee,South
2602,US-2022-100582,2022-02-14,2022-02-16,First Class,Sarah Williams,Consumer,Storage Item 951,Office Supplies,Storage,308.0,4,0.0,92.0,Pittsburgh,Pennsylvania,East
2603,US-2024-101223,2024-03-09,2024-03-11,First Class,Michael Lee,Corporate,Art Item 987,Office Supplies,Art,190.15,5,0.4,-43.65,Dallas,Texas,Central
2604,US-2023-101740,2023-09-12,2023-09-17,Second Class,Mary Taylor,Consumer,Accessories Item 811,Technology,Accessories,470.34,6,0.3,-46.86,Jersey City,New Jersey,East
2605,US-2022-102488,2022-11-04,2022-07-10,First Class,Fatima Williams,Home Office,Labels Item 822,Office Supplies,Labels,39.0,5,0.15,2.9,Buffalo,New York,East
2606,US-2024-100552,2024-12-25,2024-12-27,Standard Class,Mei Wilson,Consumer,Chairs Item 351,Furniture,Chairs,897.74,2,0.15,153.11,Spokane,Washington,West
2607,US-2024-102197,2024-08-22,2024-08-29,First Class,John Patel,Consumer,Printers Item 618,Technology,Printers,1662.8,4,0.3,-284.14,Spokane,Washington,West
2608,US-2024-101404,2024-12-01,2024-02-02,Second Class,Carlos Patel,Consumer,Labels Item 935,Office Supplies,Labels,19.42,1,0.0,3.54,Miami,Florida,South
2609,US-2024-100394,2024-11-22,2024-01-23,Standard Class,Aiden Khan,Corporate,Storage Item 821,Office Supplies,Storage,860.51,7,0.4,-180.56,Las Vegas,Nevada,West
2610,US-2022-100103,2022-11-20,2022-08-21,Same Day,Joseph Nguyen,Consumer,Accessories Item 311,Technology,Accessories,284.7,3,0.0,43.23,Nashville,Tennessee,South
2611,US-2023-102784,2023-05-13,2023-05-17,Standard Class,Michael Rodriguez,Home Office,Bookcases Item 370,Furniture,Bookcases,1535.85,3,0.15,199.76,Columbus,Ohio,Central
2612,US-2024-100041,2024-07-11,2024-07-12,First Class,James Ali,Home Office,Furnishings Item 761,Furniture,Furnishings,655.53,3,,-108.39,Las Vegas,Nevada,West
2613,US-2024-102410,2024-06-13,2024-06-15,Second Class,David Garcia,Corporate,Accessories Item 883,Technology,Accessories,134.35,1,0.15,3.34,Eugene,Oregon,West
2614,US-2022-102373,2022-02-22,2022-02-28,Standard Class,Priya Taylor,Home Office,Binders Item 647,Office Supplies,Binders,65.08,4,0.0,10.46,Reno,Nevada,West
2615,US-2022-102175,2022-12-12,2022-10-13,Second Class,,Consumer,Art Item 526,Office Supplies,Art,401.64,6,0.3,-21.57,Philadelphia,Pennsylvania,East
2616,US-2023-100862,2023-03-02,2023-03-09,Same Day,,Consumer,Phones Item 244,Technology,Phones,754.92,2,0.15,3.93,Eugene,Oregon,West
2617,US-2022-101444,2022-11-28,2022-12-03,Standard Class,John Thomas,Home Office,Tables Item 932,Furniture,Tables,1011.08,2,0.15,67.62,Tampa,Florida,South
2618,US-2023-102929,2023-09-22,2023-09-28,Same Day,Amara Torres,Consumer,Labels Item 597,Office Supplies,Labels,37.17,7,0.0,5.64,Memphis,Tennessee,South
2619,US-2023-103163,2023-10-30,2023-11-02,Standard Class,Robert Miller,Home Office,Furnishings Item 758,Furniture,Furnishings,309.92,8,0.1,24.38,Jersey City,New Jersey,East
2620,US-2024-102454,2024-10-25,2024-10-31,First Class,Diego Jones,Consumer,Accessories Item 306,Technology,Accessories,580.88,4,0.0,111.04,Los Angeles,California,West
2621,US-2024-100024,2024-12-22,2024-12-25,Same Day,Joseph Torres,Home Office,Labels Item 540,Office Supplies,Labels,55.02,6,0.1,7.92,Spokane,Washington,West
2622,US-2024-101101,2024-11-11,2024-12-17,First Class,Robert Walker,Consumer,Bookcases Item 528,Furniture,Bookcases,4799.34,7,0.0,826.18,Philadelphia,Pennsylvania,East
2623,US-2024-103015,2024-12-22,2024-12-28,Second Class,Patricia Torres,Consumer,Bookcases Item 648,Furniture,Bookcases,3158.4,6,0.2,-157.18,Detroit,Michigan,Central
2624,US-2023-101876,2023-12-16,2023-09-19,Same Day,Diego Kim,Corporate,Labels Item 400,Office Supplies,Labels,45.2,2,0.0,15.0,San Francisco,California,West
2625,US-2022-101304,2022-12-24,2022-12-28,Standard Class,Sarah Jones,Consumer,Labels Item 439,Office Supplies,Labels,24.64,8,0.0,5.06,Miami,Florida,South
2626,US-2024-100338,2024-10-30,2024-10-31,Second Class,David Wilson,Corporate,Art Item 905,Office Supplies,Art,286.24,8,0.2,36.2,Philadelphia,Pennsylvania,East
2627,US-2023-101167,2023-04-26,2023-04-30,First Class,Carlos Khan,Home Office,Tables Item 771,Furniture,Tables,2915.2,5,0.2,196.25,Portland,Oregon,West
2628,US-2023-101955,2023-04-25,2023-04-26,Same Day,Elizabeth Smith,Corporate,Accessories Item 900,Technology,Accessories,360.92,4,0.0,77.61,Philadelphia,Pennsylvania,East
2629,US-2023-102432,2023-04-09,2023-04-16,First Class,Amara Thomas,Consumer,Phones Item 861,Technology,Phones,1614.24,8,0.1,172.66,Tampa,Florida,South
2630,US-2022-102133,2022-12-07,2022-12-13,Second Class,James Thomas,Corporate,Accessories Item 760,Technology,Accessories,511.8,5,0.0,122.02,Chicago,Illinois,Central
2631,US-2024-103450,2024-11-30,2024-12-07,Same Day,Jennifer Chen,Corporate,Phones Item 455,Technology,Phones,2340.24,6,0.0,548.45,Los Angeles,California,West
2632,US-2022-100387,2022-05-06,2022-05-07,Second Class,Mary Taylor,Home Office,Printers Item 873,Technology,Printers,877.74,6,0.1,104.85,Tampa,Florida,South
2633,US-2023-103170,2023-05-12,2023-05-17,Same Day,Patricia Taylor,Consumer,Laptops Item 595,Technology,Laptops,2458.56,2,0.0,509.55,Nashville,Tennessee,South
2634,US-2022-102435,2022-09-17,2022-09-19,First Class,Carlos Anderson,Consumer,Laptops Item 419,Technology,Laptops,11789.12,8,0.0,3688.54,Detroit,Michigan,Central
2635,US-2024-103030,2024-04-29,2024-05-05,Standard Class,Joseph Jones,Consumer,Printers Item 987,Technology,Printers,1040.66,2,0.0,329.25,San Diego,California,West
2636,US-2022-101504,2022-11-19,2022-11-25,Second Class,Mary Singh,Consumer,Laptops Item 299,Technology,Laptops,8123.84,4,0.3,-1442.54,Houston,Texas,Central
2637,US-2024-101760,2024-03-30,2024-04-03,Second Class,Jennifer Lee,Consumer,Paper Item 336,Office Supplies,Paper,28.2,6,0.0,5.42,Eugene,Oregon,West
2638,US-2023-100716,2023-11-19,2023-11-20,Second Class,Diego Martinez,Consumer,Phones Item 654,Technology,Phones,982.1,2,0.1,140.56,Detroit,Michigan,Central
2639,US-2022-100232,2022-12-26,2022-08-27,Standard Class,Robert Miller,Consumer,Storage Item 779,Office Supplies,Storage,918.12,6,0.1,143.85,Seattle,Washington,West
2640,US-2023-102715,2023-01-28,2023-01-30,Second Class,Wei Smith,Corporate,Phones Item 468,Technology,Phones,3965.76,6,0.0,1162.75,Eugene,Oregon,West
2641,US-2023-101668,2023-10-10,2023-10-17,Second Class,Amara Davis,Consumer,Art Item 203,Office Supplies,Art,143.56,2,0.2,11.48,San Francisco,California,West
2642,US-2024-101700,2024-05-23,2024-05-25,Standard Class,Mary Garcia,Consumer,Laptops Item 455,Technology,Laptops,5937.54,7,0.4,-1037.05,Philadelphia,Pennsylvania,East
2643,US-2022-101757,2022-05-01,2022-05-03,Same Day,Sarah Chen,Consumer,Accessories Item 235,Technology,Accessories,1172.4,8,0.1,238.46,Chicago,Illinois,Central
2644,US-2023-103140,2023-12-25,2024-01-01,Same Day,Amara Rodriguez,Corporate,Accessories Item 546,Technology,Accessories,$256.24,2,0.2,-7.95,Albany,New York,East
2645,US-2022-101188,2022-09-10,2022-09-17,First Class,William Lee,Corporate,Laptops Item 487,Technology,Laptops,4834.02,3,0.2,-72.14,Orlando,Florida,South
2646,US-2024-100911,2024-10-18,2024-10-20,Second Class,Diego Rodriguez,Corporate,Bookcases Item 512,Furniture,Bookcases,1660.24,8,0.0,289.34,Orlando,Florida,South
2647,US-2022-101198,2022-10-08,2022-10-10,Same Day,Aiden Williams,Consumer,Binders Item 578,Office Supplies,Binders,107.48,2,0.0,23.56,Savannah,Georgia,South
2648,US-2024-100268,2024-04-09,2024-04-16,Second Class,Patricia Taylor,Home Office,Binders Item 366,Office Supplies,Binders,46.83,1,0.2,5.57,Boston,Massachusetts,East
2649,US-2022-103168,2022-12-05,2022-01-08,Second Class,Fatima Khan,Corporate,Bookcases Item 733,Furniture,Bookcases,922.96,4,0.15,123.63,Dallas,Texas,Central
2650,US-2023-100490,2023-10-04,2023-10-07,Same Day,Fatima Ali,Corporate,Paper Item 323,Office Supplies,Paper,41.72,2,0.2,2.06,Eugene,Oregon,West
2651,US-2023-101730,2023-07-03,2023-07-05,Standard Class,Susan Garcia,Home Office,Bookcases Item 385,Furniture,Bookcases,3073.32,6,0.1,521.63,Portland,Oregon,West
2652,US-2024-102106,2024-07-06,2024-07-07,First Class,Fatima Khan,Corporate,Laptops Item 949,Technology,Laptops,2949.35,5,0.2,138.97,Detroit,Michigan,Central
2653,US-2022-101246,2022-02-17,2022-02-22,Same Day,Mary Garcia,Corporate,Binders Item 755,Office Supplies,Binders,135.03,7,0.15,3.46,Jersey City,New Jersey,East
2654,US-2022-100893,2022-12-05,2022-12-09,Standard Class,Wei Brown,Consumer,Laptops Item 276,Technology,Laptops,9521.04,6,0.1,2085.33,Houston,Texas,Central
2655,US-2024-101225,2024-12-22,2024-12-27,Standard Class,Mary Anderson,Home Office,Bookcases Item 211,Furniture,Bookcases,578.7,5,0.1,62.78,Memphis,Tennessee,South
2656,US-2022-103312,2022-12-24,2022-12-29,First Class,Joseph Thomas,Corporate,Labels Item 140,Office Supplies,Labels,26.32,2,0.0,6.79,Reno,Nevada,West
2657,US-2023-102247,2023-07-05,2023-07-10,Second Class,Sarah Walker,Home Office,Laptops Item 448,Technology,Laptops,11370.4,8,0.3,-235.95,Chicago,Illinois,Central
2658,US-2022-100865,2022-01-28,2022-01-30,Standard Class,Amara Wilson,Consumer,Chairs Item 548,Furniture,Chairs,2927.05,7,0.0,799.21,Miami,Florida,South
2659,US-2023-101285,2023-03-16,2023-03-23,Same Day,Carlos Martinez,Home Office,Laptops Item 966,Technology,Laptops,11077.62,6,0.15,1892.56,Columbus,Ohio,Central
2660,US-2024-101354,2024-08-20,2024-08-27,Same Day,Carlos Thomas,Home Office,Printers Item 229,Technology,Printers,997.57,7,0.3,-126.58,Spokane,Washington,West
2661,US-2023-100457,2023-08-21,2023-08-26,Standard Class,Mei Miller,Consumer,Printers Item 884,Technology,Printers,$2427.36,6,0.0,562.86,Chicago,Illinois,Central
2662,US-2022-100204,2022-07-26,2022-08-02,First Class,James Singh,Corporate,Tables Item 998,Furniture,Tables,822.72,2,0.4,-236.81,Las Vegas,Nevada,West
2663,US-2022-102895,2022-12-22,2022-03-25,Standard Class,Robert Thomas,Corporate,Labels Item 142,Office Supplies,Labels,24.99,1,0.0,4.81,Las Vegas,Nevada,West
2664,US-2023-101172,12/02/2023,2023-12-04,Second Class,Jennifer Johnson,Home Office,Binders Item 459,Office Supplies,Binders,15.14,2,0.0,3.35,Austin,Texas,Central
2665,US-2023-100880,2023-07-23,2023-07-30,Second Class,David Smith,Corporate,Binders Item 957,Office Supplies,Binders,55.5,6,0.0,14.41,San Francisco,California,West
2666,US-2024-100767,2024-11-17,2024-11-19,Same Day,Elizabeth Lee,Consumer,Accessories Item 384,Technology,Accessories,771.82,7,0.5,-266.64,New York City,New York,East
2667,US-2022-102292,2022-11-14,2022-11-18,First Class,Elizabeth Singh,Consumer,Printers Item 104,Technology,Printers,1459.74,3,0.0,442.55,Savannah,Georgia,South
2668,US-2024-102307,2024-11-28,2024-03-01,Second Class,Mary Johnson,Corporate,Art Item 877,Office Supplies,Art,207.3,5,0.0,35.61,Houston,Texas,Central
2669,US-2022-100124,2022-11-18,2022-06-21,Second Class,Susan Davis,Home Office,Accessories Item 902,Technology,Accessories,279.8,4,0.2,34.51,Savannah,Georgia,South
2670,US-2024-101914,2024-04-07,2024-04-12,Standard Class,Jessica Khan,Home Office,Printers Item 716,Technology,Printers,2258.76,7,0.4,-437.24,Chicago,Illinois,Central
2671,US-2022-101709,2022-11-16,2022-01-19,Same Day,Joseph Lee,Consumer,Labels Item 541,Office Supplies,Labels,18.38,2,0.15,2.13,Worcester,Massachusetts,East
2672,US-2024-103328,2024-05-23,2024-05-27,Standard Class,Priya Williams,Home Office,Tables Item 420,Furniture,Tables,2040.5,7,0.0,476.65,Houston,Texas,Central
